,facname,zipcode,boro,cd,latitude,longitude,geometry,index_right,PUMA,Shape_Leng,Shape_Area
2319,ELEANOR ROOSEVELT HOUSES CHILD HEALTH CLINIC,11206,BROOKLYN,303,40.6936084826,-73.9352059641,POINT (-73.93520453963602 40.69360022812328),25,4003,44724.5004612,64036724.4504
2320,ASCENDANT NEW YORK OP,10022,MANHATTAN,108,40.7634645314,-73.9685741376,POINT (-73.96857269804319 40.76345626382253),14,3805,54449.5033787,55222267.9563
2321,PINNACLE MULTICARE NURSING AND REHABILITATION CENTER,10475,BRONX,210,40.8794120193,-73.8291729286,POINT (-73.82917152722472 40.87940372391925),2,3703,305269.138803,267643637.839
2322,HOME BASED CRISIS INTERVENTION,10029,MANHATTAN,111,40.7971659682,-73.9486200688,POINT (-73.94861863402237 40.79715769275617),13,3804,62599.5024685,64612123.1374
2323,MELROSE HOUSES CHILD HEALTH CLINIC,10451,BRONX,201,40.8210207899,-73.9180008801,POINT (-73.9179994538131 40.8210125088947),9,3710,90067.9543636,137760289.541
2324,CHELSEA CENTER FOR SPECIAL STUDIES,10010,MANHATTAN,105,40.7427912558,-73.9914352895,POINT (-73.99143384408765 40.74278299332554),16,3807,71863.8360436,85622064.5857
2325,"HEALTHCARE CHOICES NY, INC.",11101,QUEENS,402,40.7398889402,-73.9494606276,POINT (-73.94945919572697 40.73988067577446),49,4109,95211.0194607,167050353.269
2326,NYC-HHC QUEENS HOSPITAL CENTER CPEP,11432,QUEENS,408,40.7177790773,-73.8052923857,POINT (-73.80529100206105 40.71777081328032),46,4106,79842.9340986,207308619.71
2327,SKILLED NURSING FACILITY ENHANCED SUPPORT PROGRAM,10461,BRONX,211,40.848813509,-73.8396270891,POINT (-73.83962568538087 40.84880521933131),3,3704,47970.2030233,106216908.278
2328,METROPOLITAN HOSPITAL MENTAL HEALTH CENTER,10029,MANHATTAN,111,40.7850782607,-73.9450254421,POINT (-73.94502400891794 40.78506998808025),13,3804,62599.5024685,64612123.1374
2329,ADOLESCENT SKILLS CENTER SOUTH,10459,BRONX,202,40.822094,-73.895882,POINT (-73.89588057911784 40.82208571848486),9,3710,90067.9543636,137760289.541
2330,HARLEM HOSPITAL CENTER,10037,MANHATTAN,110,40.814111949,-73.9397444556,POINT (-73.93974302256397 40.81410367006453),12,3803,38111.6886704,39843953.7438
2331,MORRISANIA DIAGNOSTIC & TREATMENT CENTER,10452,BRONX,204,40.8362153322,-73.9202904089,POINT (-73.920288980378 40.83620704830298),7,3708,35002.7055809,55881067.7537
2332,JACOBI ACT PROGRAM,10461,BRONX,211,40.8564784615,-73.8475477395,POINT (-73.84754633303697 40.85647017154736),3,3704,47970.2030233,106216908.278
2333,MCMURRAY CLINIC,10001,MANHATTAN,105,40.7483624934,-73.9897454189,POINT (-73.98974397279706 40.74835422978886),16,3807,71863.8360436,85622064.5857
2334,THE NATHANIEL ACT PROGRAM,11201,BROOKLYN,302,40.691505,-73.986287,POINT (-73.98628555932859 40.69149674713467),26,4004,73010.0956282,86682052.0213
2335,VISITING NURSE QUEENS ACT PROGRAM,11691,QUEENS,414,40.6052331563,-73.7523101234,POINT (-73.75230876234907 40.60522491268732),54,4114,402487.073726,310522670.444
2336,HOWARD BEACH CLINIC,11414,QUEENS,410,40.6634913414,-73.8413519772,POINT (-73.84135058456604 40.66348308882722),53,4113,111168.400005,172024816.056
2337,KINGS COUNTY HOSPITAL ADULT CLINIC,11203,BROOKLYN,309,40.6566584299,-73.9461602634,POINT (-73.946158837162 40.65665018277866),33,4011,34953.4245338,47617950.8156
2338,NEW HORIZON COUNSELING - FAR ROCKAWAY CLINIC,11691,QUEENS,414,40.601803,-73.753468,POINT (-73.75346663935754 40.60179475648431),54,4114,402487.073726,310522670.444
2339,PSYCHIATRIC INPATIENT UNIT,11203,BROOKLYN,309,40.6566081197,-73.9362367965,POINT (-73.93623537322942 40.65659987120811),33,4011,34953.4245338,47617950.8156
2340,COLUMBIA PRESBYTERIAN CENTER INPATIENT UNIT,10032,MANHATTAN,112,40.8413067429,-73.9434670366,POINT (-73.94346559985202 40.84129845982652),10,3801,62589.0551493,81247268.6263
2341,FEDERATION OF ORGANIZATIONS QUEENS FORENSIC ACT TEAM,11418,QUEENS,409,40.6999699687,-73.8335692005,POINT (-73.83356780841832 40.69996170828541),51,4111,56320.396492,132524480.546
2342,EASTERN PARKWAY,11233,BROOKLYN,316,40.6765995829,-73.921098314,POINT (-73.92109689533292 40.67659133006246),29,4007,44860.7781372,72205366.5338
2343,WAVECREST CLINIC,11691,QUEENS,414,40.5966523253,-73.7536843428,POINT (-73.75368298180204 40.59664408343981),54,4114,402487.073726,310522670.444
2344,WOODHULL CPEP,11206,BROOKLYN,303,40.6995762326,-73.9423880587,POINT (-73.94238663144121 40.69956797649719),24,4002,44917.4130232,70686985.4608
2345,X098,10460,BRONX,203,40.8363038936,-73.8906460426,POINT (-73.89064462271492 40.83629560961869),4,3705,68697.5999192,122483690.262
2346,ASTOR SERVICES FOR CHILDREN & FAMILIES,10467,BRONX,212,40.8766927738,-73.86276122,POINT (-73.862759807187 40.87668447972647),1,3702,106167.592328,188993662.687
2347,NYU LANGONE TRANSPLANT CLINIC (RIVERGATE EXTENSION),10016,MANHATTAN,106,40.7446322094,-73.9748311777,POINT (-73.97482973766363 40.74462394574059),17,3808,43083.5505189,44952037.8009
2348,NEW ALTERNATIVES FOR CHILDREN INC,10010,MANHATTAN,105,40.7446158652,-73.9904166343,POINT (-73.99041518885237 40.74460760274413),16,3807,71863.8360436,85622064.5857
2349,ELMHURST HOSPITAL CENTER (HHC) OTP,11373,QUEENS,404,40.7450800085,-73.8856682617,POINT (-73.88566684916763 40.74507174160429),47,4107,100417.206182,107515663.696
2350,VISITING NURSE SERVICE OF NEW YORK HOMECARE II,10455,BRONX,201,40.8184162004,-73.9137470888,POINT (-73.91374566358949 40.81840791986168),9,3710,90067.9543636,137760289.541
2351,LAWRENCE F. HICKEY CENTER,10466,BRONX,212,40.8909465559,-73.8307311303,POINT (-73.83072972696384 40.89093825846606),1,3702,106167.592328,188993662.687
2352,JONATHAN WILLIAMS HOUSES CHILD HC,11211,BROOKLYN,301,40.7081189243,-73.9603657363,POINT (-73.96036430263588 40.70811066758905),23,4001,73897.4959714,114906677.762
2353,MHA OLDER ADULT ACT PROGRAM,10458,BRONX,205,40.8619732996,-73.8968130411,POINT (-73.89681161825806 40.86196501019099),5,3706,51826.0737093,43886930.6821
2354,THE SALVATION ARMY BELMONT CENTER,10458,BRONX,206,40.8536866328,-73.888552111,POINT (-73.88855069198466 40.85367834477639),4,3705,68697.5999192,122483690.262
2355,CUHC MOBILE UNIT,10032,MANHATTAN,112,40.8410030086,-73.9416020793,POINT (-73.94160064297763 40.84099472540175),10,3801,62589.0551493,81247268.6263
2356,WYCKOFF HEIGHTS MEDICAL CENTER EXTENSION CLINIC,11237,BROOKLYN,304,40.7038418174,-73.9193443234,POINT (-73.91934290278478 40.70383355909946),24,4002,44917.4130232,70686985.4608
2357,THE MARBLE HILL FAMILY PRACTICE CENTER,10463,BRONX,208,40.8776392628,-73.9061192923,POINT (-73.90611786665843 40.87763097091256),0,3701,53227.1136077,97928516.6801
2358,SKILLED NURSING FACILITY ENHANCED SUPPORT PROGRAM,10305,STATEN ISLAND,502,40.5829065937,-74.0785390069,POINT (-74.07853754368575 40.58289836566786),21,3902,153372.622901,675481898.963
2359,"MOTHERS ALIGNED SAVING KIDS, INC. / MASK",11230,BROOKLYN,314,40.6144473036,-73.9619526571,POINT (-73.96195122877359 40.61443906478652),37,4015,50007.9713088,81045770.1741
2360,METROPOLITAN HOSPITAL CENTER OTP,10029,MANHATTAN,111,40.7850782607,-73.9450254421,POINT (-73.94502400891794 40.78506998808025),13,3804,62599.5024685,64612123.1374
2361,RIDGEWOOD COMMUNICARE CENTER,11385,QUEENS,405,40.7030471118,-73.9053762545,POINT (-73.90537483864919 40.70303885311382),50,4110,71251.3267965,205047603.928
2362,RIVERSTONE SENIOR LIFE SERVICES INC,10032,MANHATTAN,112,40.8393394928,-73.9446681851,POINT (-73.94466674922415 40.83933120946575),10,3801,62589.0551493,81247268.6263
2363,INTERFAITH MEDICAL CENTER MENTAL HEALTH CLINIC,11213,BROOKLYN,303,40.6784396607,-73.937367399,POINT (-73.93736597431931 40.67843140898096),28,4006,42559.3069581,61860727.1531
2364,PS 55 & MOTT HALL III,10456,BRONX,203,40.835878398,-73.9049259024,POINT (-73.90492447877425 40.83587011333388),4,3705,68697.5999192,122483690.262
2365,ASSISTED COMPETITIVE EMPLOYMENT - ACE,11238,BROOKLYN,303,40.6815716493,-73.9566096261,POINT (-73.95660819584097 40.68156339658617),26,4004,73010.0956282,86682052.0213
2366,CALLEN-LORDE COMMUNITY HEALTH CENTER MOBILE UNIT LL,10011,MANHATTAN,104,40.743043737,-74.0031158336,POINT (-74.00311438414793 40.74303547474143),16,3807,71863.8360436,85622064.5857
2367,SCHOOL RESPONSE TEAM,11375,QUEENS,406,40.7152680358,-73.8306133229,POINT (-73.83061192997017 40.71525977272626),48,4108,37999.6381715,77765102.8446
2368,CENTER FOR ADVANCED MEDICINE,10029,MANHATTAN,111,40.7915844528,-73.9520593669,POINT (-73.95205793159109 40.7915761792862),13,3804,62599.5024685,64612123.1374
2369,KINGS COUNTY HOSPITAL CENTER,11203,BROOKLYN,309,40.6566377635,-73.9449333283,POINT (-73.94493190226326 40.65662951588077),33,4011,34953.4245338,47617950.8156
2370,THE BRONX CENTER FOR RENAL DIALYSIS,10472,BRONX,209,40.826730862,-73.8608485021,POINT (-73.86084709266136 40.82672257800412),8,3709,73288.7773801,124117768.897
2371,FREEDOM INSTITUTE INC. OP,10022,MANHATTAN,105,40.7597400009,-73.9736952019,POINT (-73.97369376085042 40.75973173394841),16,3807,71863.8360436,85622064.5857
2372,RIVERDALE MENTAL HEALTH ASSOCIATION INC,10471,BRONX,208,40.9062485775,-73.9037718641,POINT (-73.90377043649305 40.90624027996372),0,3701,53227.1136077,97928516.6801
2373,CALLEN-LORDE MOBILE MEDICAL UNIT,10011,MANHATTAN,104,40.743043737,-74.0031158336,POINT (-74.00311438414793 40.74303547474143),16,3807,71863.8360436,85622064.5857
2374,BORICUA COMMUNITY HEALTH CENTER,10451,BRONX,203,40.8232026832,-73.9095198309,POINT (-73.90951840661083 40.82319440270841),4,3705,68697.5999192,122483690.262
2375,"NEW YORK ARTIFICIAL KIDNEY CENTER, INC",11235,BROOKLYN,315,40.5841915373,-73.9411809593,POINT (-73.9411795385696 40.58418330341488),38,4016,109480.188237,120716882.065
2376,"QUEENS BOULEVARD ASC, LLC",11374,QUEENS,406,40.7312190276,-73.8635843115,POINT (-73.86358290799414 40.73121076287114),48,4108,37999.6381715,77765102.8446
2377,MEDWISE CENTER,11416,QUEENS,409,40.686732573,-73.850638218,POINT (-73.85063682064148 40.68672431621405),51,4111,56320.396492,132524480.546
2378,CHN MOBILE VAN VII,11435,QUEENS,412,40.6969311178,-73.8058872609,POINT (-73.80588587733881 40.69692285790379),52,4112,72793.6040684,260049220.98
2379,FEDCAP COUNSELING CENTER,10456,BRONX,203,40.8264163213,-73.9098634702,POINT (-73.90986204540792 40.82640803873203),4,3705,68697.5999192,122483690.262
2380,PS 457,10456,BRONX,204,40.8320592987,-73.9175614216,POINT (-73.91755999419345 40.83205101632071),7,3708,35002.7055809,55881067.7537
2381,"BROOKLYN COMPREHENSIVE CARE CENTER, INC.",11214,BROOKLYN,311,40.5980096265,-73.9867151107,POINT (-73.98671367482335 40.5980013925271),39,4017,48986.1529273,103016112.076
2382,NEW HORIZON COUNSELING CENTER INC,11420,QUEENS,410,40.6781669299,-73.830311385,POINT (-73.83030999445592 40.67815867417698),53,4113,111168.400005,172024816.056
2383,VNSNY HOME CARE II SHELTER ACT- NEW YORK,10027,MANHATTAN,110,40.8084473262,-73.9477809601,POINT (-73.94777952499425 40.80843904891917),12,3803,38111.6886704,39843953.7438
2384,J. H. S. 22,10002,MANHATTAN,103,40.7193679551,-73.9796194441,POINT (-73.97961800283265 40.71935969599411),18,3809,36351.6176183,48695493.6207
2385,AMBULATORY PSYCHIATRIC CENTER,10025,MANHATTAN,109,40.8052914791,-73.9609303429,POINT (-73.96092890334357 40.80528320280701),11,3802,37927.824564,46903009.3879
2386,MARINERS HARBOR FAMILY HEALTH CENTER,10303,STATEN ISLAND,501,40.6249221261,-74.1569455844,POINT (-74.15694409307656 40.62491389179207),22,3903,153890.524919,376477826.274
2387,JONATHAN WILLIAMS HOUSES CHILD HEALTH CLINIC,11211,BROOKLYN,301,40.7154828259,-73.9562502594,POINT (-73.95624882631016 40.7154745674893),23,4001,73897.4959714,114906677.762
2388,BROOKLYN UNITED METHODIST CONTINUUM SERVICES,11208,BROOKLYN,305,40.6713716157,-73.8628010435,POINT (-73.86279964337331 40.67136336280168),30,4008,97558.4670821,164339106.08
2389,JHS 117 (ALTERNATIVE EDUCATION COMPLEX),10029,MANHATTAN,111,40.7925629979,-73.9420205308,POINT (-73.94201909764627 40.79255472379586),13,3804,62599.5024685,64612123.1374
2390,BARUCH HOUSES FAMILY HEALTH CENTER,10002,MANHATTAN,103,40.7167861815,-73.9800035921,POINT (-73.98000215168688 40.71677792291191),18,3809,36351.6176183,48695493.6207
2391,ADVOCACY / SUPPORT,10014,MANHATTAN,102,40.7282579834,-74.0047930649,POINT (-74.0047916163177 40.72824972397571),19,3810,122526.958548,81024704.0028
2392,BRONX-LEBANON HOSPITAL CENTER -  HH NON - MEDICAID CM,10456,BRONX,203,40.8314063787,-73.9032190446,POINT (-73.9032176223639 40.83139809561181),4,3705,68697.5999192,122483690.262
2393,RUMC - CONTINUING DAY TREATMENT,10314,STATEN ISLAND,502,40.6125497509,-74.1766969163,POINT (-74.17669541983915 40.61254152024118),21,3902,153372.622901,675481898.963
2394,WSFSSH NYC DMH NY/NY I-FLEMING,10011,MANHATTAN,104,40.7465682909,-74.0030867444,POINT (-74.00308529474529 40.74656002788142),16,3807,71863.8360436,85622064.5857
2395,CCNS CORONA PROS,11372,QUEENS,403,40.750501802,-73.8753599897,POINT (-73.87535858036878 40.75049353432916),42,4102,64416.9369837,117155733.277
2396,PERMANENT HOUSING & ACT,11428,QUEENS,413,40.7149306688,-73.7512110191,POINT (-73.75120965151775 40.71492240259197),45,4105,206027.45579,550135981.616
2397,PROSPECT PLACE TLC,11238,BROOKLYN,308,40.678103,-73.971012,POINT (-73.97101056465884 40.67809474864183),28,4006,42559.3069581,61860727.1531
2398,JGB MENTAL HEALTH AND MENTAL RETARDATION SERVICES INC. CDT,10023,MANHATTAN,107,40.7742797867,-73.9880444854,POINT (-73.9880430380212 40.77427151698748),15,3806,47538.4259936,88497862.2383
2399,METROPOLITAN HOSPITAL CMHC EAST HARLEM CONTINUING DAY TXT,10029,MANHATTAN,111,40.7850782607,-73.9450254421,POINT (-73.94502400891794 40.78506998808025),13,3804,62599.5024685,64612123.1374
2400,BROOKLYN PEER ADVOCACY,11201,BROOKLYN,306,40.6861224759,-73.9947597739,POINT (-73.99475833033529 40.68611422378452),27,4005,95462.4834828,114514600.094
2401,UNION SETTLEMENT- HEALTH HOME NON-MEDICAID CARE MANAGEMENT,10029,MANHATTAN,111,40.7967845468,-73.9404159973,POINT (-73.94041456475723 40.79677627134024),13,3804,62599.5024685,64612123.1374
2402,GEORGE ROSENFELD CTR FOR RECOVERY IR 1,10005,MANHATTAN,101,40.7051118516,-74.0060689426,POINT (-74.00606749503864 40.70510359652912),19,3810,122526.958548,81024704.0028
2403,JUDSON HEALTH CENTER,10012,MANHATTAN,102,40.721532111,-73.995872868,POINT (-73.99587142234355 40.72152385329675),19,3810,122526.958548,81024704.0028
2404,EAST HAVEN NURSING & REHABILITATION CENTER,10469,BRONX,211,40.860265857,-73.84365807,POINT (-73.84365666470332 40.86025756555914),3,3704,47970.2030233,106216908.278
2405,"FUND FOR THE CITY OF NEW YORK, INC.",11201,BROOKLYN,302,40.6946132595,-73.9877059898,POINT (-73.98770454812399 40.69460500611788),26,4004,73010.0956282,86682052.0213
2406,N. CROWN HEIGHTS FAMILY OUTREACH OP,11216,BROOKLYN,308,40.6711485681,-73.9500936478,POINT (-73.9500922193548 40.67114031809506),28,4006,42559.3069581,61860727.1531
2407,REVIVAL HOME HEALTH CARE,11203,BROOKLYN,317,40.6389806544,-73.9264898158,POINT (-73.92648839684733 40.63897240943998),32,4010,49993.7073847,85916208.8562
2408,P R O M E S A INC,10457,BRONX,205,40.846125658,-73.9043135475,POINT (-73.90431212301125 40.84611737191429),6,3707,37374.595308,42281071.5105
2409,CUMBERLAND DIAGNOSTIC & TREATMENT CENTER,11205,BROOKLYN,302,40.6951435847,-73.9762355722,POINT (-73.97623413389434 40.69513533102867),26,4004,73010.0956282,86682052.0213
2410,RICHMOND KIDNEY CENTER,10301,STATEN ISLAND,501,40.6143242677,-74.1090296113,POINT (-74.10902813591612 40.61431603430756),22,3903,153890.524919,376477826.274
2411,P.S./I.S. 157 THE BENJAMIN HEALTH & SCIENCE ACADEMY,11205,BROOKLYN,303,40.6953969563,-73.9599926091,POINT (-73.95999117656137 40.69538870146083),25,4003,44724.5004612,64036724.4504
2412,LENOX HILL NEIGHBORHOOD HOUSE INC.,10021,MANHATTAN,108,40.7670878359,-73.9577549467,POINT (-73.95775350943386 40.76707956748931),14,3805,54449.5033787,55222267.9563
2413,JACOBI MEDICAL CENTER,10461,BRONX,211,40.8564784615,-73.8475477395,POINT (-73.84754633303697 40.85647017154736),3,3704,47970.2030233,106216908.278
2414,"ROSE F. KENNEDY CENTER, CHILDREN'S EVALUATION AND REHABILITATION CENTER AT MONTEFIORE",10461,BRONX,211,40.8526089537,-73.8463656349,POINT (-73.84636422999135 40.85260066371148),3,3704,47970.2030233,106216908.278
2415,JUDSON HEALTH CENTER,10012,MANHATTAN,102,40.721532111,-73.995872868,POINT (-73.99587142234355 40.72152385329675),19,3810,122526.958548,81024704.0028
2416,JOSEPH P ADDABBO-FAMILY HEALTH CENTER,11692,QUEENS,414,40.5934814451,-73.7917726458,POINT (-73.79177127354023 40.59347320455673),54,4114,402487.073726,310522670.444
2417,URAM-HARLEM UNITED WELLNESS CENTER,10030,MANHATTAN,110,40.8139513638,-73.943918762,POINT (-73.94391732759263 40.81394308595088),12,3803,38111.6886704,39843953.7438
2418,"COMPREHENSIVE HEALTH CARE & REHABILITATION SERVICES, LLC",11237,BROOKLYN,304,40.7002233168,-73.9253949691,POINT (-73.9253935474147 40.70021505956456),24,4002,44917.4130232,70686985.4608
2419,BROOKLYN CENTER FOR REHABILITATION AND RESIDENTIAL HEALTH CARE,11213,BROOKLYN,308,40.6733822228,-73.9256765614,POINT (-73.92567514133047 40.67337397142985),28,4006,42559.3069581,61860727.1531
2420,YOUTH STAND UNITED,11207,BROOKLYN,305,40.6761504361,-73.8956832835,POINT (-73.89568187315653 40.67614218306985),30,4008,97558.4670821,164339106.08
2421,MAIMONIDES ADULT PRIMARY CARE 57TH STREET,11219,BROOKLYN,312,40.6309651854,-73.9978769347,POINT (-73.99787549346165 40.63095694477892),36,4014,51089.0682127,87680448.1856
2422,WALTON FAMILY PRACTICE,10453,BRONX,205,40.849604043,-73.909023025,POINT (-73.90902159926549 40.84959575702321),6,3707,37374.595308,42281071.5105
2423,FMS-EASTCHESTER,10461,BRONX,211,40.8493182296,-73.8424952682,POINT (-73.84249386302396 40.84930994084775),3,3704,47970.2030233,106216908.278
2424,STARLING DIAGNOSTIC & IMAGING CENTER,10462,BRONX,209,40.8368962144,-73.8598097012,POINT (-73.85980829173705 40.83688792813439),8,3709,73288.7773801,124117768.897
2425,LOWER EASTSIDE SERVICE CENTER INC,10002,MANHATTAN,103,40.7138338748,-73.9951426434,POINT (-73.99514119764474 40.71382561783453),18,3809,36351.6176183,48695493.6207
2426,JEWISH COMMUNITY CENTER OF STATEN ISLAND INC,10314,STATEN ISLAND,502,40.5948197034,-74.1264768186,POINT (-74.12647533821337 40.59481147403586),21,3902,153372.622901,675481898.963
2427,JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES INC,11212,BROOKLYN,316,40.661520178,-73.9186930911,POINT (-73.91869167352678 40.66151192847946),29,4007,44860.7781372,72205366.5338
2428,HEALTH HOME NON MEDICAID CARE MANAGEMENT C&Y,11233,BROOKLYN,316,40.6757763141,-73.905906411,POINT (-73.90590499627911 40.67576806190712),29,4007,44860.7781372,72205366.5338
2429,HUB-THIRD AVE MERCHANTS DISTRICT MANAGEMENT ASSOCIATION INC,10455,BRONX,201,40.8157975965,-73.9186802599,POINT (-73.91867883235118 40.81578931750429),9,3710,90067.9543636,137760289.541
2430,GREENWICH HOUSE EAST OTP,10001,MANHATTAN,105,40.7457482807,-73.9922994817,POINT (-73.99229803604484 40.74574001761823),16,3807,71863.8360436,85622064.5857
2431,ADVANCED CENTER FOR PSYCHOTHERAPY JAMAICA BRANCH,11432,QUEENS,408,40.7127730418,-73.7850214157,POINT (-73.7850200378259 40.71276477745894),46,4106,79842.9340986,207308619.71
2432,JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES INC,10035,MANHATTAN,111,40.7843766162,-73.931910634,POINT (-73.93190920469544 40.78436834324162),13,3804,62599.5024685,64612123.1374
2433,SUN RIVER HEALTH QUEENS,11435,QUEENS,412,40.695269893,-73.8036734515,POINT (-73.80367206957325 40.69526163327196),52,4112,72793.6040684,260049220.98
2434,BASICS ESPERANZA/HOPE PROS,10459,BRONX,202,40.8216805848,-73.8983897799,POINT (-73.89838835897983 40.82167230349987),9,3710,90067.9543636,137760289.541
2435,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,11210,BROOKLYN,314,40.6349117669,-73.9495157295,POINT (-73.94951430458397 40.63490352440175),37,4015,50007.9713088,81045770.1741
2436,NY EYE & EAR INFIRMARY EXT CLINIC,10010,MANHATTAN,106,40.7368375168,-73.9810458061,POINT (-73.9810443637012 40.73682925470114),17,3808,43083.5505189,44952037.8009
2437,EPISCOPAL HEALTH SERVICES INC,11694,QUEENS,414,40.5841570212,-73.8226530539,POINT (-73.82265167096658 40.58414878334715),54,4114,402487.073726,310522670.444
2438,"WHOLEVIEW WELLNESS, LLC OP",10017,MANHATTAN,106,40.7504489851,-73.9764250779,POINT (-73.97642363623157 40.75044071998359),17,3808,43083.5505189,44952037.8009
2439,MONTEFIORE MEDICAL CENTER - HENRY & LUCY MOSES DIV,10467,BRONX,207,40.8804277544,-73.8798946077,POINT (-73.87989318895643 40.88041946067563),5,3706,51826.0737093,43886930.6821
2440,"CARE FOR THE HOMELESS, INC.",11432,QUEENS,412,40.7109950787,-73.7866887103,POINT (-73.78668733223154 40.7109868148317),52,4112,72793.6040684,260049220.98
2441,DOCTOR'S UNITED INC.-BRONX,10460,BRONX,206,40.8422995993,-73.8842563071,POINT (-73.88425488910312 40.84229131340678),4,3705,68697.5999192,122483690.262
2442,BORO PARK CENTER FOR REHABILITATION AND HEALTHCARE,11219,BROOKLYN,312,40.6384753409,-73.9986222641,POINT (-73.99862082223444 40.63846709856389),36,4014,51089.0682127,87680448.1856
2443,JACOBI MEDICAL CENTER,10461,BRONX,211,40.8564784615,-73.8475477395,POINT (-73.84754633303697 40.85647017154736),3,3704,47970.2030233,106216908.278
2444,NEW HORIZON COUNSELING CENTER ARVERNE CLINIC,11692,QUEENS,414,40.5927209193,-73.7953701613,POINT (-73.79536878753238 40.59271267985851),54,4114,402487.073726,310522670.444
2445,INSTITUTE CENTER FOR COUNSELING AT STEVENSON,10473,BRONX,209,40.8203166615,-73.8582638416,POINT (-73.85826243407116 40.82030837846265),8,3709,73288.7773801,124117768.897
2446,METROPOLITAN CENTER FOR MENTAL HEALTH,10024,MANHATTAN,107,40.7872000178,-73.9745013886,POINT (-73.97449994501522 40.78719174589467),15,3806,47538.4259936,88497862.2383
2447,MADELEINE BORG BORO PARK CLINIC,11219,BROOKLYN,312,40.6330797736,-73.9945524227,POINT (-73.99455098289319 40.63307153198615),36,4014,51089.0682127,87680448.1856
2448,UPPER MANHATTAN CHILD/ADOLESCENT OUTPATIENT UNIT,10031,MANHATTAN,109,40.8253899027,-73.9469216402,POINT (-73.94692020401823 40.82538162217769),11,3802,37927.824564,46903009.3879
2449,NEW YORK COUNTY HEALTH SERVICES REVIEW ORGANIZATIONS INC,10038,MANHATTAN,101,40.7068611264,-74.0043650439,POINT (-74.00436359720838 40.70685287118536),19,3810,122526.958548,81024704.0028
2450,CLUB PRIDE,11362,QUEENS,411,40.7652309485,-73.7426662296,POINT (-73.74266486207752 40.76522267289086),44,4104,104978.089545,260047824.698
2451,HEALTH  HOME CARE MANAGEMENT C&Y,10025,MANHATTAN,109,40.8053889533,-73.9625084418,POINT (-73.96250700109131 40.80538067722286),11,3802,37927.824564,46903009.3879
2452,CHILD AND FAMILY SCREENING SERVICES,10025,MANHATTAN,109,40.8052914791,-73.9609303429,POINT (-73.96092890334357 40.80528320280701),11,3802,37927.824564,46903009.3879
2453,BRIDGER III - NONMEDICAID CC,10305,STATEN ISLAND,502,40.5829065937,-74.0785390069,POINT (-74.07853754368575 40.58289836566786),21,3902,153372.622901,675481898.963
2454,FLOATING HOSPITAL CLINIC,11101,QUEENS,401,40.7509947027,-73.9396281172,POINT (-73.93962668820009 40.75098643677889),41,4101,76015.2039665,143819416.07
2455,RTF - NON MEDICAID CC,10001,MANHATTAN,105,40.7476940582,-73.9855174212,POINT (-73.98551597707244 40.74768579370219),16,3807,71863.8360436,85622064.5857
2456,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES - HH CM,11201,BROOKLYN,302,40.697427991,-73.9858561373,POINT (-73.98585469604586 40.6974197364375),26,4004,73010.0956282,86682052.0213
2457,BEHAVIORAL HEALTH PROGRAM FOR ADULTS (BHP),11221,BROOKLYN,303,40.6953077316,-73.9327133684,POINT (-73.93271194453037 40.6952994759692),25,4003,44724.5004612,64036724.4504
2458,CNYPC KINGS FORENSIC NON-MA CC,11203,BROOKLYN,309,40.6566081197,-73.9362367965,POINT (-73.93623537322942 40.65659987120811),33,4011,34953.4245338,47617950.8156
2459,PREMIER HEALTHCARE REMSEN STREET,11201,BROOKLYN,302,40.6934796882,-73.9914138748,POINT (-73.99141243227352 40.69347143484617),26,4004,73010.0956282,86682052.0213
2460,AUDUBON BALLROOM FAMILY CENTER,10032,MANHATTAN,112,40.8392397944,-73.9406319925,POINT (-73.94063055658454 40.83923151159025),10,3801,62589.0551493,81247268.6263
2461,PS 194/COUNTEE CULLEN,10030,MANHATTAN,110,40.8212619797,-73.94080492,POINT (-73.94080348585064 40.82125370025702),12,3803,38111.6886704,39843953.7438
2462,CITY WIDE HEALTH FACILITY INC.,11214,BROOKLYN,311,40.6064261033,-73.9878537925,POINT (-73.98785235599638 40.60641786637064),39,4017,48986.1529273,103016112.076
2463,CENTER FOR URBAN COMMUNITY SERVICES INC,10032,MANHATTAN,112,40.836045248,-73.9444144451,POINT (-73.94441300862924 40.83603696509514),10,3801,62589.0551493,81247268.6263
2464,FLOATING HOSPITAL (INCORPORATED),11101,QUEENS,401,40.7509947027,-73.9396281172,POINT (-73.93962668820009 40.75098643677889),41,4101,76015.2039665,143819416.07
2465,JEFFERSON,10029,MANHATTAN,111,40.7967845468,-73.9404159973,POINT (-73.94041456475723 40.79677627134024),13,3804,62599.5024685,64612123.1374
2466,"CAMELOT OF STATEN ISLAND, INC. OP",10309,STATEN ISLAND,503,40.5334654532,-74.2364567178,POINT (-74.23645520663457 40.53345724058818),20,3901,189931.874969,571035855.977
2467,HARLEM HOSPITAL CENTER - HH CM,10037,MANHATTAN,110,40.8143629435,-73.9386150615,POINT (-73.93861362882753 40.81435466423002),12,3803,38111.6886704,39843953.7438
